,time,Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp,Cyclone_Outlet_Gas_draft,Cyclone_cone_draft,Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Draft,year,month,anomaly
97527,2017-12-05 15:15:00,62.72,50.45,5.92,-1.18,60.08,0.89,2017,12,-1
97528,2017-12-05 15:20:00,62.37,50.08,6.12,-1.45,59.59,1.2,2017,12,-1
97529,2017-12-05 15:25:00,61.97,49.86,6.31,-1.62,59.26,1.06,2017,12,-1
97530,2017-12-05 15:30:00,61.56,49.51,6.41,-1.33,58.85,0.67,2017,12,-1
97531,2017-12-05 15:35:00,61.21,49.13,5.97,-1.04,58.48,0.17,2017,12,-1
97532,2017-12-05 15:40:00,60.85,48.83,5.82,-1.55,58.24,0.63,2017,12,-1
97534,2017-12-05 15:50:00,60.43,48.44,5.6,-1.77,57.61,-0.34,2017,12,-1
97971,2017-12-07 04:15:00,31.91,41.13,11.0,1.25,28.38,7.83,2017,12,-1
97972,2017-12-07 04:20:00,50.68,42.25,9.41,-0.31,43.81,5.73,2017,12,-1
97974,2017-12-07 04:30:00,74.98,43.97,4.42,-3.63,68.97,0.27,2017,12,-1
97975,2017-12-07 04:35:00,83.09,45.49,9.77,-1.2,76.64,6.63,2017,12,-1
97976,2017-12-07 04:40:00,88.95,47.98,9.29,-1.81,82.6,5.53,2017,12,-1
97977,2017-12-07 04:45:00,92.75,50.4,8.23,-1.08,86.35,4.4,2017,12,-1
97978,2017-12-07 04:50:00,96.16,52.58,8.77,-0.34,89.46,4.53,2017,12,-1
97979,2017-12-07 04:55:00,100.04,55.71,10.76,-0.45,92.91,6.74,2017,12,-1
97980,2017-12-07 05:00:00,105.22,58.73,10.71,-0.7,97.81,6.24,2017,12,-1
97981,2017-12-07 05:05:00,109.22,60.47,10.64,-0.85,101.84,6.84,2017,12,-1
97982,2017-12-07 05:10:00,111.2,61.98,10.68,-0.88,104.19,5.83,2017,12,-1
97983,2017-12-07 05:15:00,112.78,63.4,10.68,-0.76,105.85,6.89,2017,12,-1
97984,2017-12-07 05:20:00,114.62,64.73,10.18,-0.59,107.79,6.85,2017,12,-1
97985,2017-12-07 05:25:00,116.34,65.95,10.05,-0.71,109.53,6.17,2017,12,-1
97986,2017-12-07 05:30:00,116.46,66.76,9.1,-1.0,110.2,5.8,2017,12,-1
97987,2017-12-07 05:35:00,115.11,67.35,8.87,-0.96,109.29,5.29,2017,12,-1
97988,2017-12-07 05:40:00,111.33,67.02,8.98,-0.86,106.42,4.68,2017,12,-1
97989,2017-12-07 05:45:00,109.18,66.29,10.44,-0.85,104.42,6.72,2017,12,-1
97990,2017-12-07 05:50:00,107.83,65.96,11.23,-0.83,102.75,7.05,2017,12,-1
97991,2017-12-07 05:55:00,107.13,68.56,9.35,-1.0,101.66,5.17,2017,12,-1
97992,2017-12-07 06:00:00,103.66,102.07,8.89,-0.89,100.12,4.56,2017,12,-1
97993,2017-12-07 06:05:00,99.36,120.71,9.33,-0.77,96.15,4.2,2017,12,-1
97994,2017-12-07 06:10:00,96.6,128.11,9.04,-0.81,93.49,4.9,2017,12,-1
97995,2017-12-07 06:15:00,94.62,131.06,9.42,-0.85,91.73,4.97,2017,12,-1
97996,2017-12-07 06:20:00,94.82,132.94,8.94,-0.87,91.1,4.39,2017,12,-1
97997,2017-12-07 06:25:00,95.57,116.59,8.65,-0.92,91.76,4.72,2017,12,-1
97998,2017-12-07 06:30:00,97.39,99.84,8.83,-0.99,92.66,4.84,2017,12,-1
97999,2017-12-07 06:35:00,97.87,88.5,9.66,-0.76,93.8,5.08,2017,12,-1
98000,2017-12-07 06:40:00,98.27,80.73,9.18,-1.14,93.69,4.79,2017,12,-1
98001,2017-12-07 06:45:00,98.42,75.75,7.96,-1.34,93.63,3.04,2017,12,-1
98002,2017-12-07 06:50:00,98.55,72.16,6.51,-1.93,93.63,2.73,2017,12,-1
98003,2017-12-07 06:55:00,98.67,69.31,6.62,-1.87,93.64,2.24,2017,12,-1
98004,2017-12-07 07:00:00,98.79,67.21,5.15,-1.79,93.4,1.7,2017,12,-1
98005,2017-12-07 07:05:00,97.67,65.39,7.84,-1.55,93.09,2.99,2017,12,-1
98006,2017-12-07 07:10:00,97.29,64.1,7.25,-1.51,92.7,2.96,2017,12,-1
98007,2017-12-07 07:15:00,97.4,63.13,6.99,-1.55,92.44,3.38,2017,12,-1
98008,2017-12-07 07:20:00,97.8,62.87,7.56,-1.47,92.86,3.18,2017,12,-1
98009,2017-12-07 07:25:00,98.45,62.63,7.63,-1.55,93.39,3.55,2017,12,-1
98010,2017-12-07 07:30:00,99.04,62.5,7.31,-1.56,93.94,2.66,2017,12,-1
98011,2017-12-07 07:35:00,99.68,62.38,7.63,-1.5,94.42,2.59,2017,12,-1
98012,2017-12-07 07:40:00,100.38,62.46,7.91,-1.55,94.91,3.33,2017,12,-1
98013,2017-12-07 07:45:00,100.94,62.54,7.86,-1.56,95.51,3.59,2017,12,-1
98014,2017-12-07 07:50:00,101.41,62.8,7.33,-1.53,95.87,3.42,2017,12,-1
98015,2017-12-07 07:55:00,101.95,63.09,8.43,-1.46,96.37,3.68,2017,12,-1
98016,2017-12-07 08:00:00,102.48,62.89,6.71,-1.57,96.81,3.84,2017,12,-1
98017,2017-12-07 08:05:00,103.06,62.64,6.27,-1.85,97.35,2.47,2017,12,-1
98018,2017-12-07 08:10:00,103.47,61.56,6.68,-2.13,97.84,2.98,2017,12,-1
98019,2017-12-07 08:15:00,103.85,60.41,6.64,-2.19,98.14,2.82,2017,12,-1
98020,2017-12-07 08:20:00,104.25,59.15,6.44,-2.1,98.42,3.35,2017,12,-1
98021,2017-12-07 08:25:00,104.58,58.19,6.15,-1.98,98.83,3.38,2017,12,-1
98022,2017-12-07 08:30:00,104.94,57.59,6.52,-2.03,99.23,3.23,2017,12,-1
98023,2017-12-07 08:35:00,105.49,57.59,6.94,-1.99,99.72,2.81,2017,12,-1
98024,2017-12-07 08:40:00,106.05,58.42,7.11,-1.93,100.23,3.0,2017,12,-1
98025,2017-12-07 08:45:00,106.97,60.82,7.79,-1.75,100.76,3.35,2017,12,-1
98026,2017-12-07 08:50:00,108.51,62.99,7.25,-1.71,101.69,3.33,2017,12,-1
98027,2017-12-07 08:55:00,109.98,64.85,7.99,-1.94,103.18,3.46,2017,12,-1
98028,2017-12-07 09:00:00,110.98,66.61,8.06,-1.72,104.12,3.84,2017,12,-1
98029,2017-12-07 09:05:00,112.21,68.59,7.81,-1.52,105.21,4.05,2017,12,-1
98030,2017-12-07 09:10:00,113.53,70.2,8.07,-1.4,106.27,5.21,2017,12,-1
98031,2017-12-07 09:15:00,114.65,71.35,8.56,-1.38,107.28,4.74,2017,12,-1
98032,2017-12-07 09:20:00,115.7,71.85,8.04,-1.29,108.16,4.54,2017,12,-1
98033,2017-12-07 09:25:00,116.31,71.43,8.46,-1.43,109.01,4.77,2017,12,-1
98034,2017-12-07 09:30:00,116.87,70.76,8.82,-1.28,109.46,4.81,2017,12,-1
98035,2017-12-07 09:35:00,117.29,69.81,6.69,-2.51,109.96,3.83,2017,12,-1
98036,2017-12-07 09:40:00,117.82,67.31,6.63,-3.33,110.25,1.35,2017,12,-1
98037,2017-12-07 09:45:00,117.71,64.58,7.42,-2.42,110.48,3.54,2017,12,-1
98038,2017-12-07 09:50:00,117.59,64.71,7.56,-2.29,110.8,2.44,2017,12,-1
98039,2017-12-07 09:55:00,117.79,64.34,6.56,-2.57,111.12,1.41,2017,12,-1
98040,2017-12-07 10:00:00,118.06,63.22,5.35,-2.81,111.26,1.51,2017,12,-1
98041,2017-12-07 10:05:00,117.04,68.84,4.22,-2.62,111.29,-0.38,2017,12,-1
98042,2017-12-07 10:10:00,116.5,76.29,5.66,-1.75,109.51,1.92,2017,12,-1
98043,2017-12-07 10:15:00,116.59,84.3,6.57,-1.66,109.51,2.68,2017,12,-1
98044,2017-12-07 10:20:00,116.95,88.18,6.5,-1.91,109.66,3.9,2017,12,-1
98045,2017-12-07 10:25:00,117.6,91.19,7.19,-2.11,110.22,3.81,2017,12,-1
98046,2017-12-07 10:30:00,118.08,92.86,7.23,-2.29,110.77,4.21,2017,12,-1
98047,2017-12-07 10:35:00,118.69,93.98,5.79,-2.67,110.97,1.99,2017,12,-1
98048,2017-12-07 10:40:00,119.02,92.21,4.41,-3.14,111.2,0.85,2017,12,-1
98049,2017-12-07 10:45:00,118.66,89.02,5.72,-2.53,110.99,1.31,2017,12,-1
98050,2017-12-07 10:50:00,118.36,88.18,2.73,-3.91,110.61,-0.89,2017,12,-1
98051,2017-12-07 10:55:00,117.77,85.17,4.71,-2.8,110.2,-0.02,2017,12,-1
98052,2017-12-07 11:00:00,117.73,81.77,7.53,-1.53,109.85,3.63,2017,12,-1
98053,2017-12-07 11:05:00,118.55,78.98,7.59,-1.58,110.86,3.44,2017,12,-1
98054,2017-12-07 11:10:00,119.55,76.17,7.94,-1.7,112.03,3.75,2017,12,-1
98055,2017-12-07 11:15:00,120.65,73.62,8.25,-1.66,113.17,3.92,2017,12,-1
98056,2017-12-07 11:20:00,121.46,71.8,8.12,-1.68,114.0,3.95,2017,12,-1
98057,2017-12-07 11:25:00,122.13,70.35,7.94,-1.67,114.76,3.8,2017,12,-1
98058,2017-12-07 11:30:00,122.59,69.23,7.81,-1.68,115.25,3.67,2017,12,-1
98059,2017-12-07 11:35:00,123.0,68.18,7.75,-1.65,115.75,3.75,2017,12,-1
98060,2017-12-07 11:40:00,123.41,67.86,7.83,-1.7,116.13,3.83,2017,12,-1
98061,2017-12-07 11:45:00,124.01,68.22,8.21,-1.64,116.58,4.15,2017,12,-1
98062,2017-12-07 11:50:00,125.05,69.3,9.73,-1.63,117.37,5.66,2017,12,-1
98063,2017-12-07 11:55:00,126.83,71.3,9.87,-1.55,118.46,5.84,2017,12,-1
98064,2017-12-07 12:00:00,129.0,85.09,6.44,-1.79,119.72,2.98,2017,12,-1
98065,2017-12-07 12:05:00,130.17,92.02,7.05,-1.98,120.34,2.98,2017,12,-1
98066,2017-12-07 12:10:00,130.61,94.07,7.64,-1.69,120.89,3.53,2017,12,-1
98067,2017-12-07 12:15:00,131.03,93.87,10.2,-1.15,121.48,5.95,2017,12,-1
98068,2017-12-07 12:20:00,132.08,89.69,11.08,-0.95,122.52,6.14,2017,12,-1
98069,2017-12-07 12:25:00,136.15,85.72,9.7,-1.13,125.29,6.15,2017,12,-1
98070,2017-12-07 12:30:00,141.38,81.31,10.09,-1.06,130.02,6.39,2017,12,-1
98071,2017-12-07 12:35:00,145.9,78.8,10.58,-1.05,134.01,7.02,2017,12,-1
98072,2017-12-07 12:40:00,149.27,76.81,10.8,-0.98,137.43,7.22,2017,12,-1
98073,2017-12-07 12:45:00,151.83,75.51,10.62,-1.0,140.05,6.94,2017,12,-1
98074,2017-12-07 12:50:00,153.74,74.6,10.93,-0.97,142.16,7.15,2017,12,-1
98075,2017-12-07 12:55:00,155.7,73.98,10.8,-0.97,144.08,7.2,2017,12,-1
98076,2017-12-07 13:00:00,157.34,73.81,9.96,-1.15,145.95,6.41,2017,12,-1
98077,2017-12-07 13:05:00,157.96,74.81,8.24,-1.56,146.7,4.75,2017,12,-1
98078,2017-12-07 13:10:00,157.68,75.64,8.1,-1.74,146.89,4.78,2017,12,-1
98079,2017-12-07 13:15:00,158.06,76.4,9.29,-1.41,147.5,5.54,2017,12,-1
98080,2017-12-07 13:20:00,159.28,76.71,10.41,-1.14,148.42,7.03,2017,12,-1
98081,2017-12-07 13:25:00,161.61,76.83,10.8,-1.03,150.34,7.79,2017,12,-1
98082,2017-12-07 13:30:00,163.81,77.03,11.77,-1.0,152.08,7.22,2017,12,-1
98083,2017-12-07 13:35:00,164.4,132.01,10.64,-1.02,152.98,6.55,2017,12,-1
98084,2017-12-07 13:40:00,164.79,178.42,10.77,-1.03,153.7,6.52,2017,12,-1
98085,2017-12-07 13:45:00,165.54,191.71,11.11,-0.99,154.3,6.96,2017,12,-1
98086,2017-12-07 13:50:00,166.33,206.41,11.06,-1.01,155.1,7.01,2017,12,-1
98087,2017-12-07 13:55:00,167.14,211.66,11.0,-0.98,155.96,7.03,2017,12,-1
98088,2017-12-07 14:00:00,168.01,213.02,10.82,-0.94,156.82,6.56,2017,12,-1
98089,2017-12-07 14:05:00,168.91,210.5,10.77,-0.92,157.67,6.53,2017,12,-1
98090,2017-12-07 14:10:00,169.93,201.29,11.12,-0.86,158.33,7.09,2017,12,-1
98091,2017-12-07 14:15:00,171.0,203.41,11.65,-0.85,158.94,7.55,2017,12,-1
98092,2017-12-07 14:20:00,172.7,206.17,11.92,-0.85,160.27,7.66,2017,12,-1
98093,2017-12-07 14:25:00,174.26,209.37,12.24,-0.76,161.67,8.05,2017,12,-1
98094,2017-12-07 14:30:00,176.1,213.79,11.86,-0.74,163.06,7.78,2017,12,-1
98095,2017-12-07 14:35:00,177.74,218.28,11.96,-0.75,164.65,8.01,2017,12,-1
98096,2017-12-07 14:40:00,179.35,221.59,11.65,-0.81,166.17,7.68,2017,12,-1
98097,2017-12-07 14:45:00,180.9,224.74,10.16,-1.03,167.59,6.14,2017,12,-1
98098,2017-12-07 14:50:00,182.48,226.63,10.08,-1.34,169.15,6.19,2017,12,-1
98099,2017-12-07 14:55:00,183.78,228.55,10.07,-1.48,170.51,6.3,2017,12,-1
98100,2017-12-07 15:00:00,184.9,229.82,9.95,-1.59,171.6,5.64,2017,12,-1
98101,2017-12-07 15:05:00,185.97,233.17,9.89,-1.55,172.63,5.53,2017,12,-1
98102,2017-12-07 15:10:00,186.88,234.66,9.46,-1.55,173.61,5.7,2017,12,-1
98103,2017-12-07 15:15:00,187.61,226.8,9.71,-1.73,174.31,5.7,2017,12,-1
98104,2017-12-07 15:20:00,188.6,226.8,9.63,-1.74,175.06,5.63,2017,12,-1
98105,2017-12-07 15:25:00,189.87,226.5,9.35,-1.81,176.1,5.5,2017,12,-1
98106,2017-12-07 15:30:00,190.97,225.68,11.54,-1.23,177.16,8.1,2017,12,-1
98107,2017-12-07 15:35:00,192.97,220.02,11.69,-0.89,178.58,8.03,2017,12,-1
98108,2017-12-07 15:40:00,194.51,218.61,11.71,-0.88,179.94,8.0,2017,12,-1
98109,2017-12-07 15:45:00,195.81,218.3,11.79,-0.86,181.04,8.1,2017,12,-1
98110,2017-12-07 15:50:00,196.82,218.74,11.71,-0.84,182.04,8.03,2017,12,-1
98111,2017-12-07 15:55:00,197.83,219.92,11.93,-0.78,182.9,8.12,2017,12,-1
98112,2017-12-07 16:00:00,198.61,221.42,12.16,-0.76,183.68,8.23,2017,12,-1
98113,2017-12-07 16:05:00,199.33,222.41,11.77,-0.79,184.43,7.89,2017,12,-1
98114,2017-12-07 16:10:00,199.8,221.51,11.81,-0.82,185.01,7.84,2017,12,-1
98115,2017-12-07 16:15:00,200.29,227.19,11.87,-0.86,185.37,8.1,2017,12,-1
98116,2017-12-07 16:20:00,200.88,231.09,12.03,-0.8,185.97,8.3,2017,12,-1
98117,2017-12-07 16:25:00,201.56,233.73,12.36,-0.82,186.67,8.46,2017,12,-1
98118,2017-12-07 16:30:00,202.41,236.13,12.4,-0.83,187.32,8.54,2017,12,-1
98119,2017-12-07 16:35:00,202.86,236.48,11.91,-0.88,188.02,8.22,2017,12,-1
98120,2017-12-07 16:40:00,202.36,238.17,11.58,-0.88,188.06,7.96,2017,12,-1
98121,2017-12-07 16:45:00,202.04,240.5,11.49,-1.0,187.81,7.81,2017,12,-1
98122,2017-12-07 16:50:00,202.33,239.92,10.87,-1.06,187.81,7.41,2017,12,-1
98123,2017-12-07 16:55:00,202.3,238.17,11.2,-1.11,188.08,7.16,2017,12,-1
98124,2017-12-07 17:00:00,197.39,227.91,8.8,-2.95,186.05,4.88,2017,12,-1
98125,2017-12-07 17:05:00,190.09,217.44,14.07,0.0,180.65,11.09,2017,12,-1
98126,2017-12-07 17:10:00,190.64,230.58,14.3,0.16,180.26,10.17,2017,12,-1
98127,2017-12-07 17:15:00,195.21,235.78,10.46,-1.79,182.0,6.58,2017,12,-1
98128,2017-12-07 17:20:00,198.66,218.25,11.96,-1.28,184.75,7.38,2017,12,-1
98129,2017-12-07 17:25:00,201.73,214.92,16.55,1.78,187.54,13.2,2017,12,-1
98130,2017-12-07 17:30:00,203.28,230.87,17.48,1.97,189.22,13.15,2017,12,-1
98131,2017-12-07 17:35:00,205.27,212.81,16.11,1.78,191.07,11.62,2017,12,-1
98132,2017-12-07 17:40:00,207.28,192.88,15.61,1.59,193.04,11.88,2017,12,-1
98133,2017-12-07 17:45:00,208.07,209.74,15.89,2.53,194.31,12.28,2017,12,-1
98134,2017-12-07 17:50:00,208.26,241.83,16.43,1.24,194.49,11.78,2017,12,-1
98135,2017-12-07 17:55:00,208.55,254.37,15.97,1.34,194.71,11.98,2017,12,-1
98136,2017-12-07 18:00:00,208.81,258.23,16.01,2.0,195.17,12.15,2017,12,-1
98137,2017-12-07 18:05:00,209.17,257.99,15.76,2.19,195.59,12.47,2017,12,-1
98138,2017-12-07 18:10:00,209.62,256.65,15.22,0.37,196.01,10.18,2017,12,-1
98139,2017-12-07 18:15:00,210.53,244.79,14.04,0.16,196.48,9.54,2017,12,-1
98140,2017-12-07 18:20:00,211.49,232.88,13.51,-0.35,196.98,9.65,2017,12,-1
98141,2017-12-07 18:25:00,212.63,227.91,14.38,-0.3,197.39,9.81,2017,12,-1
98142,2017-12-07 18:30:00,213.55,226.43,14.5,0.25,197.99,10.85,2017,12,-1
98143,2017-12-07 18:35:00,214.2,225.75,13.36,-0.19,198.69,9.39,2017,12,-1
98144,2017-12-07 18:40:00,214.48,225.98,13.06,0.15,198.78,9.99,2017,12,-1
98145,2017-12-07 18:45:00,214.44,227.06,13.98,0.12,198.81,9.91,2017,12,-1
98146,2017-12-07 18:50:00,214.86,229.29,14.47,0.03,199.15,11.37,2017,12,-1
98147,2017-12-07 18:55:00,215.4,232.46,14.6,0.36,199.49,11.18,2017,12,-1
98148,2017-12-07 19:00:00,215.65,236.39,14.51,0.69,200.02,10.67,2017,12,-1
98149,2017-12-07 19:05:00,215.66,237.94,15.6,1.11,200.51,10.72,2017,12,-1
98150,2017-12-07 19:10:00,215.45,237.08,15.18,1.49,199.98,12.18,2017,12,-1
98151,2017-12-07 19:15:00,215.48,235.12,14.98,0.79,199.47,11.51,2017,12,-1
98152,2017-12-07 19:20:00,215.98,236.18,15.2,0.71,200.06,10.55,2017,12,-1
98153,2017-12-07 19:25:00,217.43,232.4,15.37,1.16,200.79,10.8,2017,12,-1
98154,2017-12-07 19:30:00,219.25,232.37,15.31,1.06,202.68,11.5,2017,12,-1
98155,2017-12-07 19:35:00,220.34,231.95,14.89,0.47,203.82,11.13,2017,12,-1
98156,2017-12-07 19:40:00,220.93,230.9,14.72,-0.19,204.57,10.07,2017,12,-1
98157,2017-12-07 19:45:00,221.45,227.81,14.16,-0.32,205.06,10.02,2017,12,-1
98158,2017-12-07 19:50:00,222.08,227.6,14.54,0.05,205.42,10.84,2017,12,-1
98159,2017-12-07 19:55:00,222.8,234.15,14.72,-0.26,205.83,10.74,2017,12,-1
98160,2017-12-07 20:00:00,222.34,244.96,14.96,0.1,205.55,10.61,2017,12,-1
98161,2017-12-07 20:05:00,217.92,237.13,12.64,-1.04,203.34,7.32,2017,12,-1
98162,2017-12-07 20:10:00,210.44,229.23,12.95,-0.83,197.31,6.74,2017,12,-1
98163,2017-12-07 20:15:00,204.91,214.78,11.12,-0.39,192.28,8.47,2017,12,-1
98164,2017-12-07 20:20:00,202.97,209.99,13.26,0.07,190.13,8.84,2017,12,-1
98165,2017-12-07 20:25:00,204.7,202.45,12.85,-1.37,190.54,9.77,2017,12,-1
98166,2017-12-07 20:30:00,209.7,230.07,12.47,-1.66,192.63,7.87,2017,12,-1
98167,2017-12-07 20:35:00,214.34,238.79,13.06,-0.97,196.75,8.25,2017,12,-1
98168,2017-12-07 20:40:00,217.67,238.82,12.37,-0.95,199.92,9.01,2017,12,-1
98169,2017-12-07 20:45:00,219.52,238.82,11.67,-0.94,201.91,8.54,2017,12,-1
98170,2017-12-07 20:50:00,220.46,240.16,12.34,-0.87,203.24,8.63,2017,12,-1
98171,2017-12-07 20:55:00,221.38,241.0,11.69,-1.03,204.2,8.49,2017,12,-1
98172,2017-12-07 21:00:00,221.59,241.43,11.68,-0.94,204.64,8.55,2017,12,-1
98173,2017-12-07 21:05:00,221.8,244.46,12.11,-1.03,205.01,8.58,2017,12,-1
98174,2017-12-07 21:10:00,221.73,247.47,13.08,-0.88,205.18,7.95,2017,12,-1
98175,2017-12-07 21:15:00,221.73,250.48,12.94,-1.09,205.34,8.12,2017,12,-1
98176,2017-12-07 21:20:00,221.92,252.97,13.25,-0.81,205.65,8.36,2017,12,-1
98177,2017-12-07 21:25:00,222.1,254.19,13.33,-1.19,206.03,8.7,2017,12,-1
98178,2017-12-07 21:30:00,222.49,254.97,12.74,-1.06,206.45,8.52,2017,12,-1
98179,2017-12-07 21:35:00,222.9,257.43,12.37,-1.21,206.82,8.52,2017,12,-1
98180,2017-12-07 21:40:00,223.36,258.45,13.25,-1.14,207.34,9.0,2017,12,-1
98181,2017-12-07 21:45:00,223.81,259.67,13.33,-0.92,207.87,9.47,2017,12,-1
98182,2017-12-07 21:50:00,224.33,261.41,12.9,-1.07,208.41,8.32,2017,12,-1
98183,2017-12-07 21:55:00,224.84,263.34,13.1,-0.76,208.97,9.9,2017,12,-1
98184,2017-12-07 22:00:00,225.51,265.64,13.41,-0.91,209.56,9.81,2017,12,-1
98185,2017-12-07 22:05:00,226.18,266.5,13.6,-0.43,210.16,9.23,2017,12,-1
98186,2017-12-07 22:10:00,226.75,267.27,13.38,-0.57,210.7,9.37,2017,12,-1
98187,2017-12-07 22:15:00,227.35,266.63,13.7,-0.47,211.27,9.75,2017,12,-1
98188,2017-12-07 22:20:00,226.87,255.42,16.53,0.79,210.66,12.91,2017,12,-1
98189,2017-12-07 22:25:00,226.53,234.43,12.33,-1.49,209.71,9.23,2017,12,-1
98190,2017-12-07 22:30:00,228.27,224.77,6.86,-6.42,211.42,3.67,2017,12,-1
98191,2017-12-07 22:35:00,229.03,223.39,5.25,-9.55,212.53,1.42,2017,12,-1
98192,2017-12-07 22:40:00,228.35,232.06,13.04,-1.55,211.23,9.23,2017,12,-1
98193,2017-12-07 22:45:00,236.76,256.13,9.88,-4.04,216.73,6.83,2017,12,-1
98194,2017-12-07 22:50:00,233.47,247.53,0.25,-14.35,217.84,-2.4,2017,12,-1
98195,2017-12-07 22:55:00,229.0,236.76,9.55,-3.71,214.41,6.26,2017,12,-1
98196,2017-12-07 23:00:00,233.73,234.79,9.4,-3.95,215.62,5.69,2017,12,-1
98197,2017-12-07 23:05:00,237.97,232.76,10.08,-3.32,219.09,5.11,2017,12,-1
98198,2017-12-07 23:10:00,239.86,232.93,9.85,-3.93,221.08,6.63,2017,12,-1
98199,2017-12-07 23:15:00,240.62,237.53,9.63,-4.86,222.07,6.32,2017,12,-1
98200,2017-12-07 23:20:00,242.27,248.67,9.86,-3.39,223.01,6.54,2017,12,-1
98201,2017-12-07 23:25:00,245.03,253.14,10.32,-3.42,225.38,7.25,2017,12,-1
98202,2017-12-07 23:30:00,247.62,257.36,10.48,-3.75,227.9,7.44,2017,12,-1
98203,2017-12-07 23:35:00,250.31,261.66,10.95,-3.26,229.92,7.57,2017,12,-1
98204,2017-12-07 23:40:00,252.41,262.99,9.85,-3.5,231.69,6.55,2017,12,-1
98205,2017-12-07 23:45:00,254.24,263.82,11.44,-3.3,233.23,7.86,2017,12,-1
98206,2017-12-07 23:50:00,255.83,266.64,11.2,-3.09,234.65,7.49,2017,12,-1
98207,2017-12-07 23:55:00,257.46,268.34,11.46,-2.64,236.05,8.43,2017,12,-1
98208,2017-12-08 00:00:00,259.05,272.68,11.59,-3.38,237.6,8.58,2017,12,-1
98209,2017-12-08 00:05:00,260.36,273.06,11.5,-3.38,238.98,7.82,2017,12,-1
98210,2017-12-08 00:10:00,260.91,260.73,11.15,-2.88,239.67,7.96,2017,12,-1
98211,2017-12-08 00:15:00,261.39,256.96,10.93,-3.22,240.31,8.08,2017,12,-1
98212,2017-12-08 00:20:00,261.57,252.65,11.19,-3.22,240.44,6.73,2017,12,-1
98213,2017-12-08 00:25:00,261.75,246.39,10.54,-3.9,240.58,8.31,2017,12,-1
98214,2017-12-08 00:30:00,262.65,245.46,9.87,-3.61,241.3,7.23,2017,12,-1
98215,2017-12-08 00:35:00,263.5,246.54,10.16,-4.86,242.04,7.69,2017,12,-1
98216,2017-12-08 00:40:00,264.27,246.68,9.77,-4.68,242.83,7.05,2017,12,-1
98217,2017-12-08 00:45:00,265.2,247.03,10.43,-3.31,243.6,7.1,2017,12,-1
98218,2017-12-08 00:50:00,266.32,250.13,9.81,-4.68,244.84,6.96,2017,12,-1
98219,2017-12-08 00:55:00,267.6,250.51,10.42,-4.1,245.93,7.2,2017,12,-1
98220,2017-12-08 01:00:00,268.72,251.0,10.42,-4.25,247.0,7.23,2017,12,-1
98221,2017-12-08 01:05:00,269.47,252.87,10.33,-4.11,248.05,6.39,2017,12,-1
98222,2017-12-08 01:10:00,269.35,254.84,10.46,-3.98,248.17,6.32,2017,12,-1
98223,2017-12-08 01:15:00,269.2,258.23,11.31,-3.88,247.79,6.91,2017,12,-1
98224,2017-12-08 01:20:00,268.86,263.62,10.78,-3.26,248.07,7.19,2017,12,-1
98225,2017-12-08 01:25:00,268.69,268.92,10.65,-3.41,248.61,7.57,2017,12,-1
98226,2017-12-08 01:30:00,269.04,269.28,10.83,-4.03,249.16,7.04,2017,12,-1
98227,2017-12-08 01:35:00,269.7,269.37,10.62,-3.68,249.59,7.48,2017,12,-1
98228,2017-12-08 01:40:00,271.18,272.01,10.92,-3.96,250.4,7.36,2017,12,-1
98229,2017-12-08 01:45:00,272.97,274.09,11.25,-4.45,251.47,7.45,2017,12,-1
98230,2017-12-08 01:50:00,274.67,277.91,11.06,-4.05,253.15,7.54,2017,12,-1
98231,2017-12-08 01:55:00,276.16,281.26,11.35,-4.45,255.72,7.11,2017,12,-1
98232,2017-12-08 02:00:00,277.37,284.32,11.76,-4.52,257.73,6.86,2017,12,-1
98233,2017-12-08 02:05:00,277.8,289.07,11.73,-3.5,259.17,8.55,2017,12,-1
98234,2017-12-08 02:10:00,278.19,281.68,11.47,-3.61,259.4,8.32,2017,12,-1
98235,2017-12-08 02:15:00,277.84,272.5,9.75,-5.59,259.5,4.9,2017,12,-1
98236,2017-12-08 02:20:00,277.61,265.59,11.0,-4.33,258.93,6.99,2017,12,-1
98237,2017-12-08 02:25:00,278.33,266.12,10.82,-4.91,258.36,7.4,2017,12,-1
98238,2017-12-08 02:30:00,279.03,267.08,10.39,-4.35,258.97,7.98,2017,12,-1
98239,2017-12-08 02:35:00,280.91,267.86,10.33,-3.65,260.02,7.19,2017,12,-1
98240,2017-12-08 02:40:00,282.86,271.22,11.13,-4.0,261.54,7.85,2017,12,-1
98241,2017-12-08 02:45:00,284.86,273.77,11.24,-3.81,262.88,7.79,2017,12,-1
98242,2017-12-08 02:50:00,286.14,275.51,11.11,-3.47,263.88,8.13,2017,12,-1
98243,2017-12-08 02:55:00,287.33,278.05,11.31,-3.25,264.81,8.53,2017,12,-1
98244,2017-12-08 03:00:00,288.58,282.98,11.56,-3.42,265.9,7.85,2017,12,-1
98245,2017-12-08 03:05:00,289.87,286.72,11.18,-3.85,267.15,7.3,2017,12,-1
98246,2017-12-08 03:10:00,290.49,283.48,10.86,-5.29,268.02,7.3,2017,12,-1
98247,2017-12-08 03:15:00,291.0,285.29,11.12,-4.53,268.54,6.91,2017,12,-1
98248,2017-12-08 03:20:00,292.3,289.0,11.44,-3.38,269.44,8.72,2017,12,-1
