,time,Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp,Cyclone_Outlet_Gas_draft,Cyclone_cone_draft,Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Draft,year,month,anomaly
95749,2017-11-29 11:05:00,33.22,40.65,-35.19,-44.91,33.28,-27.43,2017,11,-1
95750,2017-11-29 11:10:00,33.38,40.65,-33.83,-46.57,33.7,-27.6,2017,11,-1
95751,2017-11-29 11:15:00,33.8,40.42,-33.74,-46.15,34.24,-28.39,2017,11,-1
95752,2017-11-29 11:20:00,34.4,40.17,-35.23,-46.37,34.63,-27.51,2017,11,-1
95753,2017-11-29 11:25:00,34.76,40.22,-30.87,-40.85,34.87,-25.17,2017,11,-1
95754,2017-11-29 11:30:00,34.92,40.34,-29.59,-41.09,35.02,-24.45,2017,11,-1
95755,2017-11-29 11:35:00,34.94,40.38,-29.84,-39.51,35.05,-24.9,2017,11,-1
95756,2017-11-29 11:40:00,34.96,40.31,-31.79,-41.75,35.13,-24.99,2017,11,-1
95757,2017-11-29 11:45:00,35.03,40.35,-30.52,-39.33,35.26,-24.7,2017,11,-1
95758,2017-11-29 11:50:00,35.09,40.37,-30.58,-42.37,35.41,-25.68,2017,11,-1
95759,2017-11-29 11:55:00,35.2,40.29,-29.49,-42.31,35.61,-24.23,2017,11,-1
95760,2017-11-29 12:00:00,35.21,40.17,-30.16,-41.23,35.68,-24.78,2017,11,-1
95761,2017-11-29 12:05:00,35.22,40.14,-31.12,-42.79,35.79,-24.93,2017,11,-1
95762,2017-11-29 12:10:00,35.32,40.19,-29.92,-40.76,35.86,-24.7,2017,11,-1
95763,2017-11-29 12:15:00,35.35,40.16,-30.06,-42.52,36.09,-25.11,2017,11,-1
95764,2017-11-29 12:20:00,35.39,40.15,-29.89,-40.72,36.18,-25.0,2017,11,-1
95765,2017-11-29 12:25:00,35.41,40.02,-30.07,-40.55,36.27,-25.12,2017,11,-1
95766,2017-11-29 12:30:00,35.49,39.89,-29.58,-41.72,36.39,-24.2,2017,11,-1
95767,2017-11-29 12:35:00,35.57,39.94,-29.96,-40.45,36.5,-23.44,2017,11,-1
95768,2017-11-29 12:40:00,35.68,40.0,-30.7,-40.89,36.58,-24.46,2017,11,-1
95769,2017-11-29 12:45:00,35.74,39.9,-30.31,-42.05,36.63,-24.64,2017,11,-1
95770,2017-11-29 12:50:00,35.81,39.7,-30.63,-41.36,36.73,-24.54,2017,11,-1
95771,2017-11-29 12:55:00,35.89,39.7,-30.0,-40.5,36.73,-24.54,2017,11,-1
95772,2017-11-29 13:00:00,35.84,39.71,-29.73,-40.2,36.68,-24.61,2017,11,-1
95773,2017-11-29 13:05:00,35.85,39.8,-29.36,-41.46,36.77,-24.94,2017,11,-1
95774,2017-11-29 13:10:00,35.86,39.71,-30.13,-38.29,36.78,-24.32,2017,11,-1
95775,2017-11-29 13:15:00,35.87,39.6,-29.39,-39.59,36.79,-25.05,2017,11,-1
95776,2017-11-29 13:20:00,35.91,39.52,-29.21,-41.63,36.83,-24.06,2017,11,-1
95777,2017-11-29 13:25:00,35.95,39.51,-30.78,-41.52,36.92,-24.96,2017,11,-1
95778,2017-11-29 13:30:00,35.89,39.64,-29.15,-40.62,37.01,-24.63,2017,11,-1
95779,2017-11-29 13:35:00,35.85,39.64,-28.8,-39.48,36.65,-24.95,2017,11,-1
95780,2017-11-29 13:40:00,35.78,39.52,-30.12,-41.06,36.26,-24.71,2017,11,-1
95781,2017-11-29 13:45:00,35.67,39.42,-31.05,-41.57,35.91,-24.8,2017,11,-1
95782,2017-11-29 13:50:00,35.55,39.41,-29.86,-41.43,35.69,-24.65,2017,11,-1
95783,2017-11-29 13:55:00,35.41,39.4,-30.51,-39.77,35.51,-24.53,2017,11,-1
95784,2017-11-29 14:00:00,35.35,39.38,-30.87,-38.79,35.4,-24.35,2017,11,-1
95785,2017-11-29 14:05:00,35.19,39.32,-30.53,-40.95,35.19,-25.16,2017,11,-1
95786,2017-11-29 14:10:00,35.04,39.36,-30.88,-40.38,34.91,-25.18,2017,11,-1
95787,2017-11-29 14:15:00,35.01,39.34,-29.7,-40.59,34.85,-24.51,2017,11,-1
95788,2017-11-29 14:20:00,34.92,39.24,-29.67,-40.01,34.89,-25.12,2017,11,-1
95789,2017-11-29 14:25:00,35.02,39.14,-30.54,-40.35,34.92,-24.13,2017,11,-1
95790,2017-11-29 14:30:00,35.12,39.18,-31.45,-42.52,34.99,-24.57,2017,11,-1
95791,2017-11-29 14:35:00,35.1,39.21,-31.31,-41.73,35.04,-26.06,2017,11,-1
95792,2017-11-29 14:40:00,35.13,39.19,-31.56,-41.29,35.08,-24.7,2017,11,-1
95793,2017-11-29 14:45:00,35.19,39.19,-29.94,-40.03,35.14,-23.92,2017,11,-1
95794,2017-11-29 14:50:00,35.23,38.81,-29.49,-39.75,35.25,-24.68,2017,11,-1
95795,2017-11-29 14:55:00,35.28,38.89,-32.48,-41.4,35.31,-25.65,2017,11,-1
95796,2017-11-29 15:00:00,35.32,38.92,-31.2,-41.81,35.29,-26.1,2017,11,-1
95797,2017-11-29 15:05:00,35.24,38.93,-31.52,-40.45,35.22,-24.41,2017,11,-1
95798,2017-11-29 15:10:00,35.16,38.93,-30.11,-40.93,35.07,-25.1,2017,11,-1
95799,2017-11-29 15:15:00,35.17,38.9,-30.39,-42.28,35.04,-24.33,2017,11,-1
95800,2017-11-29 15:20:00,35.07,38.88,-30.07,-40.62,34.8,-24.28,2017,11,-1
95801,2017-11-29 15:25:00,34.88,38.85,-29.58,-39.4,34.65,-24.73,2017,11,-1
95802,2017-11-29 15:30:00,34.69,38.83,-30.66,-42.37,34.67,-24.82,2017,11,-1
95803,2017-11-29 15:35:00,34.65,38.79,-30.48,-40.54,34.72,-24.17,2017,11,-1
95804,2017-11-29 15:40:00,34.65,38.75,-30.52,-40.86,34.82,-24.73,2017,11,-1
95805,2017-11-29 15:45:00,34.72,38.64,-30.11,-39.56,34.89,-24.73,2017,11,-1
95806,2017-11-29 15:50:00,34.86,38.49,-31.02,-39.63,34.84,-25.27,2017,11,-1
95807,2017-11-29 15:55:00,35.04,38.56,-29.53,-38.79,34.81,-23.98,2017,11,-1
95808,2017-11-29 16:00:00,35.08,38.6,-30.67,-41.55,34.74,-23.82,2017,11,-1
95809,2017-11-29 16:05:00,35.19,38.53,-30.65,-40.04,34.67,-23.86,2017,11,-1
95810,2017-11-29 16:10:00,35.44,38.45,-31.04,-42.21,34.89,-25.63,2017,11,-1
95811,2017-11-29 16:15:00,35.62,38.44,-31.15,-39.99,35.07,-25.03,2017,11,-1
95812,2017-11-29 16:20:00,35.69,38.38,-30.89,-40.79,34.99,-23.67,2017,11,-1
95813,2017-11-29 16:25:00,35.65,38.35,-29.69,-39.71,34.83,-24.08,2017,11,-1
95814,2017-11-29 16:30:00,35.68,38.31,-30.69,-38.77,34.81,-23.74,2017,11,-1
95815,2017-11-29 16:35:00,35.74,38.32,-30.55,-40.26,34.8,-24.44,2017,11,-1
95816,2017-11-29 16:40:00,35.66,38.31,-31.74,-41.19,34.74,-25.26,2017,11,-1
95817,2017-11-29 16:45:00,35.53,38.28,-32.32,-41.18,34.75,-24.53,2017,11,-1
95818,2017-11-29 16:50:00,35.48,38.31,-32.04,-39.7,34.72,-25.91,2017,11,-1
95819,2017-11-29 16:55:00,35.43,38.3,-29.84,-41.44,34.68,-23.65,2017,11,-1
95820,2017-11-29 17:00:00,35.47,38.27,-31.5,-42.16,34.65,-24.36,2017,11,-1
95821,2017-11-29 17:05:00,35.48,38.3,-29.79,-40.23,34.6,-24.52,2017,11,-1
95822,2017-11-29 17:10:00,35.56,38.25,-31.09,-38.09,34.6,-24.63,2017,11,-1
95823,2017-11-29 17:15:00,35.64,38.18,-29.79,-39.0,34.6,-23.34,2017,11,-1
95824,2017-11-29 17:20:00,35.65,38.14,-30.26,-41.05,34.59,-25.0,2017,11,-1
95825,2017-11-29 17:25:00,35.65,38.02,-30.3,-39.78,34.57,-23.13,2017,11,-1
95826,2017-11-29 17:30:00,35.55,37.94,-31.25,-41.57,34.45,-24.56,2017,11,-1
95827,2017-11-29 17:35:00,35.39,37.84,-30.99,-42.71,34.38,-24.66,2017,11,-1
95828,2017-11-29 17:40:00,35.2,37.75,-31.56,-40.62,34.31,-24.2,2017,11,-1
95829,2017-11-29 17:45:00,34.97,37.64,-29.32,-41.9,34.26,-24.29,2017,11,-1
95830,2017-11-29 17:50:00,34.78,37.69,-31.15,-42.9,34.21,-24.65,2017,11,-1
95831,2017-11-29 17:55:00,34.62,37.69,-31.3,-41.02,34.24,-25.57,2017,11,-1
95832,2017-11-29 18:00:00,34.41,37.72,-29.67,-39.46,34.19,-23.75,2017,11,-1
95833,2017-11-29 18:05:00,34.4,37.78,-31.15,-40.96,33.96,-26.39,2017,11,-1
95834,2017-11-29 18:10:00,34.47,37.88,-30.42,-39.38,33.67,-23.92,2017,11,-1
95835,2017-11-29 18:15:00,34.59,37.96,-30.95,-41.22,33.3,-24.99,2017,11,-1
95836,2017-11-29 18:20:00,34.6,37.87,-30.14,-41.3,32.95,-23.91,2017,11,-1
95837,2017-11-29 18:25:00,34.53,37.84,-30.69,-41.24,32.67,-23.75,2017,11,-1
95838,2017-11-29 18:30:00,34.5,37.77,-29.83,-40.31,32.46,-23.35,2017,11,-1
95839,2017-11-29 18:35:00,34.52,37.73,-31.05,-40.62,32.22,-24.22,2017,11,-1
95840,2017-11-29 18:40:00,34.43,37.66,-30.73,-38.29,32.07,-23.44,2017,11,-1
95841,2017-11-29 18:45:00,34.21,37.62,-31.13,-39.98,32.11,-24.54,2017,11,-1
95842,2017-11-29 18:50:00,33.98,37.63,-30.77,-41.27,32.19,-24.42,2017,11,-1
95843,2017-11-29 18:55:00,33.8,37.64,-29.99,-41.59,32.16,-25.01,2017,11,-1
95844,2017-11-29 19:00:00,33.63,37.56,-30.21,-40.62,32.13,-25.74,2017,11,-1
95845,2017-11-29 19:05:00,33.74,37.53,-30.25,-38.07,31.99,-24.96,2017,11,-1
95846,2017-11-29 19:10:00,33.83,37.47,-29.93,-40.0,31.84,-25.18,2017,11,-1
95847,2017-11-29 19:15:00,33.92,37.48,-30.85,-41.0,31.65,-24.08,2017,11,-1
95848,2017-11-29 19:20:00,34.02,37.34,-30.66,-41.69,31.5,-25.58,2017,11,-1
95849,2017-11-29 19:25:00,33.9,37.17,-30.85,-41.07,31.55,-23.93,2017,11,-1
95850,2017-11-29 19:30:00,33.79,37.25,-30.58,-41.48,31.62,-24.16,2017,11,-1
95851,2017-11-29 19:35:00,33.71,37.37,-30.5,-43.06,31.72,-25.72,2017,11,-1
95852,2017-11-29 19:40:00,33.61,37.38,-30.63,-41.24,31.88,-25.72,2017,11,-1
95853,2017-11-29 19:45:00,33.52,37.29,-31.23,-41.46,31.98,-24.25,2017,11,-1
95854,2017-11-29 19:50:00,33.47,37.36,-33.04,-43.15,32.06,-24.89,2017,11,-1
95855,2017-11-29 19:55:00,33.45,37.43,-31.21,-40.21,32.1,-23.64,2017,11,-1
95856,2017-11-29 20:00:00,33.43,37.37,-30.76,-41.82,32.15,-25.12,2017,11,-1
95857,2017-11-29 20:05:00,33.48,37.27,-30.65,-41.04,32.26,-24.61,2017,11,-1
95858,2017-11-29 20:10:00,33.55,37.23,-31.02,-41.79,32.37,-24.75,2017,11,-1
95859,2017-11-29 20:15:00,33.48,37.24,-30.92,-42.75,32.34,-25.19,2017,11,-1
95860,2017-11-29 20:20:00,33.39,37.27,-31.02,-41.45,32.25,-25.72,2017,11,-1
95861,2017-11-29 20:25:00,33.3,37.29,-30.11,-41.12,32.19,-23.51,2017,11,-1
95862,2017-11-29 20:30:00,33.27,37.28,-30.73,-39.95,32.07,-24.64,2017,11,-1
95863,2017-11-29 20:35:00,33.25,37.22,-32.37,-41.27,31.95,-24.39,2017,11,-1
95864,2017-11-29 20:40:00,33.21,37.17,-32.65,-42.38,31.79,-25.9,2017,11,-1
95865,2017-11-29 20:45:00,33.17,37.11,-32.07,-39.63,31.69,-25.35,2017,11,-1
95866,2017-11-29 20:50:00,33.17,37.1,-15.85,-23.47,31.66,-15.53,2017,11,-1
95867,2017-11-29 20:55:00,33.22,37.0,-16.28,-23.39,31.61,-14.24,2017,11,-1
95868,2017-11-29 21:00:00,33.28,36.95,-14.45,-23.08,31.69,-14.18,2017,11,-1
95869,2017-11-29 21:05:00,33.31,37.0,-14.9,-23.29,31.74,-14.53,2017,11,-1
95870,2017-11-29 21:10:00,33.22,37.02,-15.14,-23.9,31.78,-14.28,2017,11,-1
95871,2017-11-29 21:15:00,33.16,36.92,-15.54,-24.22,31.82,-14.21,2017,11,-1
95872,2017-11-29 21:20:00,33.11,36.82,-16.14,-23.13,31.85,-14.56,2017,11,-1
95873,2017-11-29 21:25:00,33.05,36.79,-16.01,-22.67,31.98,-14.83,2017,11,-1
95874,2017-11-29 21:30:00,33.0,36.74,-13.63,-22.81,32.0,-13.56,2017,11,-1
95875,2017-11-29 21:35:00,32.96,36.71,-15.24,-22.33,31.94,-15.19,2017,11,-1
95876,2017-11-29 21:40:00,32.9,36.75,-15.02,-23.85,31.91,-14.77,2017,11,-1
95877,2017-11-29 21:45:00,32.79,36.73,-15.93,-23.31,31.89,-15.0,2017,11,-1
95878,2017-11-29 21:50:00,32.7,36.7,-16.57,-23.95,31.8,-14.43,2017,11,-1
95879,2017-11-29 21:55:00,32.58,36.72,-15.67,-23.97,31.7,-14.77,2017,11,-1
95880,2017-11-29 22:00:00,32.43,36.7,-15.64,-23.17,31.59,-15.04,2017,11,-1
95881,2017-11-29 22:05:00,32.22,36.69,-15.58,-24.24,31.41,-14.97,2017,11,-1
95882,2017-11-29 22:10:00,32.06,36.71,-16.28,-23.68,31.32,-14.84,2017,11,-1
95883,2017-11-29 22:15:00,31.92,36.63,-14.97,-24.01,31.27,-14.23,2017,11,-1
95884,2017-11-29 22:20:00,31.76,36.5,-14.55,-24.16,31.32,-14.09,2017,11,-1
95885,2017-11-29 22:25:00,31.6,36.48,-14.59,-23.99,31.47,-14.66,2017,11,-1
95886,2017-11-29 22:30:00,31.36,36.5,-14.91,-23.21,31.58,-14.88,2017,11,-1
95887,2017-11-29 22:35:00,31.11,36.59,-15.12,-24.16,31.63,-14.62,2017,11,-1
95888,2017-11-29 22:40:00,31.08,36.75,-15.2,-23.42,31.43,-14.41,2017,11,-1
95889,2017-11-29 22:45:00,31.05,36.9,-15.64,-23.22,31.16,-15.03,2017,11,-1
95890,2017-11-29 22:50:00,31.15,36.9,-16.0,-23.34,30.87,-13.99,2017,11,-1
96087,2017-11-30 15:15:00,32.4,32.57,-5.25,-10.68,31.6,-8.9,2017,11,-1
96088,2017-11-30 15:20:00,32.11,32.54,-14.33,-24.03,31.45,-13.16,2017,11,-1
96893,2017-12-03 10:25:00,25.76,25.95,-1.94,-7.43,26.21,-6.04,2017,12,-1
96894,2017-12-03 10:30:00,25.42,26.02,-1.66,-7.63,25.89,-5.96,2017,12,-1
96895,2017-12-03 10:35:00,25.29,26.03,-1.48,-7.57,25.72,-5.82,2017,12,-1
96896,2017-12-03 10:40:00,25.16,26.04,-1.56,-7.63,25.55,-6.07,2017,12,-1
96897,2017-12-03 10:45:00,25.21,25.96,-2.23,-7.92,25.54,-5.95,2017,12,-1
96898,2017-12-03 10:50:00,25.2,25.75,-2.18,-7.95,25.55,-5.95,2017,12,-1
96899,2017-12-03 10:55:00,25.32,25.76,-1.81,-8.41,25.57,-6.57,2017,12,-1
96900,2017-12-03 11:00:00,25.37,25.87,-1.14,-8.4,25.64,-5.47,2017,12,-1
96901,2017-12-03 11:05:00,25.36,26.08,-1.47,-8.17,25.65,-5.98,2017,12,-1
96902,2017-12-03 11:10:00,25.44,26.21,-2.11,-7.73,25.71,-6.2,2017,12,-1
96903,2017-12-03 11:15:00,25.53,26.06,-2.07,-8.21,25.78,-6.11,2017,12,-1
96904,2017-12-03 11:20:00,25.64,25.88,-1.82,-8.53,25.84,-6.1,2017,12,-1
96905,2017-12-03 11:25:00,25.62,25.78,-1.7,-8.11,25.91,-6.46,2017,12,-1
96906,2017-12-03 11:30:00,25.59,25.69,-1.62,-7.85,25.91,-6.27,2017,12,-1
96907,2017-12-03 11:35:00,25.59,25.71,-2.16,-7.7,25.91,-6.18,2017,12,-1
96908,2017-12-03 11:40:00,25.63,25.83,-1.97,-7.76,26.03,-6.4,2017,12,-1
96909,2017-12-03 11:45:00,25.77,25.8,-2.96,-8.76,26.16,-7.38,2017,12,-1
96910,2017-12-03 11:50:00,25.94,25.64,-4.1,-10.28,26.33,-8.24,2017,12,-1
96911,2017-12-03 11:55:00,26.04,25.69,-6.91,-12.23,26.32,-8.37,2017,12,-1
97125,2017-12-04 05:45:00,24.96,24.65,-2.43,-8.81,23.96,-5.52,2017,12,-1
97126,2017-12-04 05:50:00,24.51,24.63,-3.31,-9.58,23.64,-6.63,2017,12,-1
97127,2017-12-04 05:55:00,24.23,24.58,-2.24,-8.63,23.34,-6.12,2017,12,-1
97128,2017-12-04 06:00:00,23.97,24.56,-2.45,-8.65,23.04,-5.64,2017,12,-1
97368,2017-12-05 02:00:00,26.57,22.52,-13.74,-19.36,25.91,-19.35,2017,12,-1
97369,2017-12-05 02:05:00,26.66,22.63,-8.52,-14.79,25.89,-15.5,2017,12,-1
97370,2017-12-05 02:10:00,26.55,22.66,-11.34,-16.52,25.72,-18.14,2017,12,-1
97379,2017-12-05 02:55:00,25.91,22.77,-54.16,-61.5,25.48,-61.56,2017,12,-1
97380,2017-12-05 03:00:00,25.83,22.71,-18.72,-24.56,25.32,-25.49,2017,12,-1
97406,2017-12-05 05:10:00,25.97,22.3,-8.39,-14.01,25.5,-15.34,2017,12,-1
97407,2017-12-05 05:15:00,25.97,22.36,-9.53,-15.09,25.42,-14.88,2017,12,-1
97408,2017-12-05 05:20:00,26.02,22.45,-8.47,-14.52,25.28,-15.9,2017,12,-1
97409,2017-12-05 05:25:00,25.95,22.56,-9.05,-15.3,25.19,-15.86,2017,12,-1
97410,2017-12-05 05:30:00,25.88,22.6,-8.49,-14.18,25.05,-16.03,2017,12,-1
97411,2017-12-05 05:35:00,25.83,22.5,-8.26,-13.94,25.0,-15.58,2017,12,-1
97412,2017-12-05 05:40:00,25.77,22.5,-66.31,-74.65,24.91,-74.2,2017,12,-1
97413,2017-12-05 05:45:00,25.68,22.47,-14.45,-20.17,24.76,-21.31,2017,12,-1
97414,2017-12-05 05:50:00,25.64,22.26,-1.15,-6.67,24.76,-7.38,2017,12,-1
97418,2017-12-05 06:10:00,26.28,30.28,9.42,1.66,26.33,4.65,2017,12,-1
97423,2017-12-05 06:35:00,52.43,39.54,0.15,-7.51,51.8,-5.82,2017,12,-1
97424,2017-12-05 06:40:00,51.64,46.48,-4.84,-11.11,51.14,-10.42,2017,12,-1
97436,2017-12-05 07:40:00,63.71,44.53,4.07,-5.15,61.15,-0.66,2017,12,-1
97437,2017-12-05 07:45:00,65.93,45.76,3.59,-4.81,63.17,-1.97,2017,12,-1
97438,2017-12-05 07:50:00,68.2,47.15,3.17,-4.8,65.25,-0.6,2017,12,-1
97439,2017-12-05 07:55:00,70.78,48.55,3.19,-5.85,67.83,-2.05,2017,12,-1
97440,2017-12-05 08:00:00,72.2,49.55,2.98,-5.58,69.09,-1.75,2017,12,-1
97441,2017-12-05 08:05:00,73.57,50.45,3.3,-5.66,70.06,-1.78,2017,12,-1
97442,2017-12-05 08:10:00,74.17,50.89,3.94,-5.38,70.76,-1.36,2017,12,-1
97443,2017-12-05 08:15:00,74.47,51.32,3.05,-5.88,71.03,-1.76,2017,12,-1
97444,2017-12-05 08:20:00,74.65,51.7,3.9,-6.1,71.16,-1.86,2017,12,-1
97445,2017-12-05 08:25:00,74.87,52.05,4.11,-5.61,71.73,-1.54,2017,12,-1
97446,2017-12-05 08:30:00,76.05,52.74,4.49,-5.97,72.5,-0.51,2017,12,-1
97447,2017-12-05 08:35:00,76.53,53.49,4.58,-6.95,73.65,0.06,2017,12,-1
97448,2017-12-05 08:40:00,76.25,52.86,0.8,-6.71,73.65,-4.76,2017,12,-1
97449,2017-12-05 08:45:00,73.45,52.0,0.94,-8.03,70.51,-4.36,2017,12,-1
97450,2017-12-05 08:50:00,73.04,52.79,7.53,-2.71,68.31,3.15,2017,12,-1
97451,2017-12-05 08:55:00,81.38,55.1,10.38,-0.39,74.87,6.31,2017,12,-1
97452,2017-12-05 09:00:00,94.23,60.7,10.2,-1.0,86.93,6.24,2017,12,-1
97453,2017-12-05 09:05:00,102.97,64.87,9.52,-0.65,95.41,5.86,2017,12,-1
97454,2017-12-05 09:10:00,107.78,66.57,8.74,-0.5,100.32,5.15,2017,12,-1
97455,2017-12-05 09:15:00,107.68,67.24,9.01,-1.01,100.7,4.61,2017,12,-1
97456,2017-12-05 09:20:00,107.57,67.96,9.69,-0.44,101.05,5.82,2017,12,-1
97457,2017-12-05 09:25:00,107.53,68.67,9.2,-0.86,101.08,5.34,2017,12,-1
97458,2017-12-05 09:30:00,107.32,68.9,8.08,-2.01,101.01,4.38,2017,12,-1
97459,2017-12-05 09:35:00,105.66,68.66,6.31,-3.25,99.71,2.61,2017,12,-1
97460,2017-12-05 09:40:00,103.41,68.4,6.78,-2.75,97.68,2.96,2017,12,-1
97461,2017-12-05 09:45:00,101.87,68.06,6.81,-2.76,96.16,1.93,2017,12,-1
97462,2017-12-05 09:50:00,100.82,67.74,6.38,-3.31,95.52,1.65,2017,12,-1
97463,2017-12-05 09:55:00,100.76,67.44,5.29,-3.33,95.1,1.86,2017,12,-1
97464,2017-12-05 10:00:00,100.71,67.04,6.22,-3.92,95.35,1.64,2017,12,-1
97465,2017-12-05 10:05:00,100.99,66.81,6.08,-3.77,95.45,1.83,2017,12,-1
97466,2017-12-05 10:10:00,101.23,66.57,6.08,-3.74,95.3,1.76,2017,12,-1
97467,2017-12-05 10:15:00,100.93,66.48,6.04,-3.75,95.24,1.66,2017,12,-1
97468,2017-12-05 10:20:00,100.62,66.75,5.63,-4.3,95.85,1.31,2017,12,-1
97469,2017-12-05 10:25:00,102.51,67.8,5.89,-5.35,96.65,2.0,2017,12,-1
97470,2017-12-05 10:30:00,104.48,68.81,6.94,-3.0,98.63,2.97,2017,12,-1
97471,2017-12-05 10:35:00,106.14,69.77,7.0,-2.85,100.18,3.26,2017,12,-1
97472,2017-12-05 10:40:00,107.39,70.58,5.83,-2.99,101.45,3.05,2017,12,-1
97473,2017-12-05 10:45:00,108.28,71.4,6.81,-2.82,102.36,2.49,2017,12,-1
97474,2017-12-05 10:50:00,109.38,72.28,6.75,-3.2,103.43,2.31,2017,12,-1
97475,2017-12-05 10:55:00,110.8,73.04,6.72,-2.73,104.4,2.36,2017,12,-1
97476,2017-12-05 11:00:00,111.68,73.68,7.01,-3.76,105.3,2.5,2017,12,-1
97477,2017-12-05 11:05:00,112.51,74.39,6.37,-3.45,106.12,2.34,2017,12,-1
97478,2017-12-05 11:10:00,113.01,75.09,6.84,-2.79,106.64,2.68,2017,12,-1
97479,2017-12-05 11:15:00,113.74,76.09,7.02,-2.58,107.39,3.46,2017,12,-1
97480,2017-12-05 11:20:00,115.21,77.23,8.2,-2.62,108.44,4.74,2017,12,-1
97481,2017-12-05 11:25:00,116.62,77.91,6.57,-3.06,109.94,2.6,2017,12,-1
97482,2017-12-05 11:30:00,117.0,78.33,6.29,-4.15,109.88,1.83,2017,12,-1
97483,2017-12-05 11:35:00,115.59,77.45,6.54,-4.32,109.64,1.25,2017,12,-1
97484,2017-12-05 11:40:00,114.11,76.76,6.36,-3.82,108.32,2.63,2017,12,-1
97485,2017-12-05 11:45:00,113.45,76.41,6.27,-3.48,107.66,2.06,2017,12,-1
97486,2017-12-05 11:50:00,112.95,76.16,6.03,-3.38,107.25,2.02,2017,12,-1
97487,2017-12-05 11:55:00,112.91,76.16,5.89,-4.1,107.14,1.89,2017,12,-1
97488,2017-12-05 12:00:00,112.84,76.11,6.43,-3.49,107.21,1.73,2017,12,-1
97489,2017-12-05 12:05:00,113.01,76.1,7.04,-2.99,107.16,1.42,2017,12,-1
97490,2017-12-05 12:10:00,113.0,76.08,6.64,-2.91,106.97,2.74,2017,12,-1
97491,2017-12-05 12:15:00,112.48,76.3,6.19,-2.6,106.75,3.16,2017,12,-1
97492,2017-12-05 12:20:00,111.98,76.52,6.23,-3.64,106.61,2.07,2017,12,-1
97493,2017-12-05 12:25:00,113.6,77.56,3.62,-6.82,106.2,-0.76,2017,12,-1
97494,2017-12-05 12:30:00,109.94,77.44,1.06,-7.4,105.32,-5.52,2017,12,-1
97495,2017-12-05 12:35:00,100.0,75.25,0.49,-8.05,97.05,-6.39,2017,12,-1
97496,2017-12-05 12:40:00,91.74,72.67,6.6,-1.57,88.99,0.0,2017,12,-1
97497,2017-12-05 12:45:00,86.87,70.54,6.96,-1.52,83.58,1.7,2017,12,-1
97498,2017-12-05 12:50:00,83.19,65.42,6.55,-1.12,80.12,1.56,2017,12,-1
97499,2017-12-05 12:55:00,79.93,61.94,6.98,-1.03,76.93,2.05,2017,12,-1
97500,2017-12-05 13:00:00,77.24,59.68,6.81,-1.81,74.34,2.3,2017,12,-1
97501,2017-12-05 13:05:00,75.14,58.56,7.21,-0.23,72.21,2.3,2017,12,-1
97502,2017-12-05 13:10:00,73.6,57.58,7.07,-0.41,70.74,1.53,2017,12,-1
97503,2017-12-05 13:15:00,72.24,56.68,6.55,-0.97,69.6,1.42,2017,12,-1
97504,2017-12-05 13:20:00,71.05,55.85,6.54,-1.05,68.48,1.27,2017,12,-1
97505,2017-12-05 13:25:00,70.04,55.08,6.41,-1.5,67.48,0.92,2017,12,-1
97506,2017-12-05 13:30:00,69.14,54.44,6.38,-1.39,66.84,1.12,2017,12,-1
97507,2017-12-05 13:35:00,68.42,53.87,6.53,-1.07,66.18,2.19,2017,12,-1
97508,2017-12-05 13:40:00,67.76,53.53,6.56,-1.17,65.56,1.24,2017,12,-1
97509,2017-12-05 13:45:00,67.13,53.28,6.57,-1.29,64.96,1.41,2017,12,-1
97510,2017-12-05 13:50:00,66.52,52.96,7.14,-0.7,64.52,1.88,2017,12,-1
97511,2017-12-05 13:55:00,66.21,52.72,6.88,-0.45,64.15,2.14,2017,12,-1
97512,2017-12-05 14:00:00,65.91,52.7,7.38,-0.71,63.92,1.89,2017,12,-1
97513,2017-12-05 14:05:00,65.78,52.74,7.03,-0.57,63.78,1.62,2017,12,-1
97514,2017-12-05 14:10:00,65.64,52.78,6.87,-0.69,63.85,1.64,2017,12,-1
97515,2017-12-05 14:15:00,65.55,52.67,6.72,-0.54,63.75,1.74,2017,12,-1
97516,2017-12-05 14:20:00,65.45,52.55,6.83,-0.55,63.53,1.56,2017,12,-1
97517,2017-12-05 14:25:00,65.2,52.46,6.7,-0.89,63.29,1.37,2017,12,-1
97518,2017-12-05 14:30:00,64.94,52.17,6.81,-0.95,62.97,1.18,2017,12,-1
97519,2017-12-05 14:35:00,64.73,52.01,6.32,-1.01,62.63,1.75,2017,12,-1
97520,2017-12-05 14:40:00,64.54,52.0,5.98,-1.08,62.29,1.29,2017,12,-1
97521,2017-12-05 14:45:00,64.26,52.05,6.74,-0.63,61.98,0.76,2017,12,-1
97522,2017-12-05 14:50:00,64.06,52.01,6.66,-0.7,61.82,0.58,2017,12,-1
97523,2017-12-05 14:55:00,63.85,51.8,7.05,-0.87,61.66,0.37,2017,12,-1
97524,2017-12-05 15:00:00,63.62,51.63,7.01,-0.87,61.42,0.94,2017,12,-1
97525,2017-12-05 15:05:00,63.35,51.29,6.66,-1.1,61.03,0.66,2017,12,-1
97526,2017-12-05 15:10:00,63.07,50.88,5.84,-1.17,60.65,1.03,2017,12,-1
